sector,name,phone,phone_type,email,email_verified,email_source,website,address,postcode,city,opening_hours,extracted_at,latitude,longitude
architect,OTP Global Engineering,+34932744949,fijo,,,,,Rambla de Fabra i Puig 57,08030,Barcelona,,2026-06-28,41.430032,2.185559
architect,Kubbs Barcelona,,,,,,https://www.kubbs.es/,carrer del Doctor Rizal 8,08006,Barcelona,,2026-06-28,41.3976807,2.1561577
architect,Eskema Materials i Disseny,,,,,,https://www.eskemamd.com/index.php/contacto/,Carrer de Comte Guell 52,08028,Barcelona,,2026-06-28,41.3767053,2.1232566
architect,Francesc Labastida Azemar,,,,,,https://www.arquitecturacatalana.cat/en/authors/francesc-labastida-i-azemar,"Carrer d'Aribau 230-240, 7º N-NY",,,,2026-06-28,41.3957704,2.1502822
architect,Josep Sala i Botana,,,jsalab@coac.net,True,osm,,,,,,2026-06-28,41.3954466,2.1438702
architect,JVM Arcitectes,,,,,,,Carrer de Balmes 226,,,,2026-06-28,41.3987895,2.1512858
architect,Fernando Calero Alacid,,,,,,,"Carrer de Tuset 30, 1º 1ª",,,,2026-06-28,41.3964909,2.1516564
architect,Isern Associats,,,,,,,Zamora 61,,,,2026-06-28,41.3942963,2.1918637
architect,GBR arquitectos,,,,,,,Carrer de Teodora Lamadrid 52-60,,,,2026-06-28,41.4078887,2.1351461
architect,Jorge Vidal,,,,,,,Carrer de Monistrol 25,,,,2026-06-28,41.4014025,2.1632688
architect,Estudio Arquitectura ArqBCN,,,,,,,,,,,2026-06-28,41.4193174,2.1862525
architect,Estudi Novell. (arquitectura),,,,,,,,,,,2026-06-28,41.4004284,2.2000046
architect,Lussi studio,,,,,,,,,,,2026-06-28,41.4046794,2.2044395
architect,lagula,,,,,,,,,,,2026-06-28,41.400951,2.1629627
architect,Promt Studio,,,,,,,,,,,2026-06-28,41.3732456,2.1479872
architect,Tinda's Project,,,,,,,,,,,2026-06-28,41.3977468,2.1598411
architect,7 dissel,,,,,,,,,,,2026-06-28,41.4006937,2.1577419
bakery,Pasticceria di Gracia,+34931583730,fijo,lapasticceriadigracia@gmail.com,True,website,https://www.lapasticceriadigracia.com/,Carrer de Verdi 58,08012,,Mo-Sa 08:00-21:00; Su 08:30-20:30,2026-06-28,41.4047098,2.1559949
bakery,Patisseria Hofmann,+34932688221,fijo,pastisseria@hofmann-bcn.com,True,website,https://hofmannpasteleria.com/,Carrer dels Flassaders 44,08003,Barcelona,Mo-Sa 09:00-20:00; Su 09:00-19:00,2026-06-28,41.3850546,2.1826676
bakery,Vivari,+34931872441,fijo,arco.granier@pansgranier.com,True,website,https://pansgranier.com/,Avinguda Diagonal (lateral mar),,Barcelona,Mo-Su 08:00-15:00,2026-06-28,41.394757,2.1534873
bakery,Pastisseria Takashi Ochiai,+34934536383,fijo,ochiai@ochiaipastisseria.com,True,osm,https://www.ochiaipastisseria.com/,Carrer del Comte d'Urgell 110,08011,Barcelona,"Mo-Fr 08:30-14:30,16:30-20:30; Sa 08:00-15:00,16:30-20:30; Su,PH 08:00-15:00",2026-06-28,41.3842834,2.1561617
bakery,La Besnéta Pastelería Vegana,+34934153839,fijo,daniela@labesneta.com,True,osm,https://labesneta.com/,Carrer de Torrijos 37,08012,Barcelona,"Tu-Su 10:30-21:00; Mo 10:30-15:00; Tu-Su 10:30-14:00,16:00-20:30",2026-06-28,41.4038734,2.1582664
bakery,A Casa Portuguesa,+34930218803,fijo,hola@acasaportuguesa.com,True,osm,https://acasaportuguesa.com/,Carrer de l'Or 8,08012,,Mo-Su 09:30-21:00,2026-06-28,41.4038297,2.1560174
bakery,Strata Bakery,+34934511309,fijo,strata@stratabakery.com,False,osm,http://www.stratabakery.com/,Carrer de Provença 158,08036,Barcelona,"Mo-Fr 09:00-21:00; Sa-Su 09:00-14:30,16:30-21:00",2026-06-28,41.3879053,2.1526362
bakery,Yellow Bakery,+34646148647,movil,info@yellowbakery.es,True,osm,https://yellowbakery.es/,Carrer del Regomir 4 Bis,08002,Barcelona,,2026-06-28,41.3814436,2.1790189
bakery,Colombia Pan y Sabor,+34935398666,fijo,info@colombiapanysabor.com,True,website,https://www.colombiapanysabor.com/,Cale Aragón 451,08013,Barcelona,Mo-Su 08:00-21:30,2026-06-28,41.4026236,2.1783726
bakery,Turris Sants,+34938095624,fijo,atencio.client@turris.es,True,website,https://www.turris.es/,Carrer de Sants 223,08028,Barcelona,,2026-06-28,41.3753682,2.1318443
bakery,Rovira Forners,+34934497188,fijo,info@fornsrovira.com,True,website,https://fornsrovira.com/,Carrer de Sants 282,08028,Barcelona,,2026-06-28,41.3756953,2.1268188
bakery,Hofmann La Seca,+34932956509,fijo,hofmann@hofmann-bcn.com,True,website,https://hofmann-bcn.com/,Carrer dels Flassaders 40,08003,,Tu-Sa 09:00-20:30; Su 09:00-19:00,2026-06-28,41.3851983,2.1823496
bakery,Pastelería Bocí,+34932371313,fijo,boci@boci.cat,True,website,https://boci.cat/,Via Augusta 112,08006,Barcelona,,2026-06-28,41.4013222,2.1483751
bakery,Areca Bakery,+34689567872,movil,hola@arecabakery.com,True,osm,https://arecabakery.com/,Carrer del Torrent de l'Olla 90,,,Mo-Su 09:30-20:00,2026-06-28,41.400986,2.1588292
bakery,Fortino,+34932373873,fijo,forn@fornfortino.com,True,website,https://fornfortino.com,Travessera de Gràcia 126,08012,Barcelona,Mo-Fr 07:30-20:45 _ Sat 08:00-20:30,2026-06-28,41.4001461,2.1560379
bakery,Origo,+34644522040,movil,hola@origobakery.com,True,website,https://www.origobakery.com,Carrer de Milà i Fontanals 9,08012,Barcelona,Mo-Sa 08:00-20:30; Su 09:00-15:00,2026-06-28,41.4004592,2.1632511
bakery,Gluten Tag,+34613448807,movil,info@glutentag.cat,True,osm,https://www.glutentag.cat/,Travessera de Gràcia 173,08012,Barcelona,Tu-Sa 10:00-20:00,2026-06-28,41.4017843,2.1583207
bakery,Forn del Passeig,+34934082061,fijo,,,,https://www.forndelpasseig.com/,Passeig de Fabra i Puig 140,,,,2026-06-28,41.4303903,2.1810197
bakery,Baluard,+34932211208,fijo,,,,https://baluardbarceloneta.com/,Carrer del Baluard 38,08003,Barcelona,Mo-Sa 09:00-21:00,2026-06-28,41.3800227,2.1888614
bakery,Forn Mistral,+34933018037,fijo,,,,https://www.fornmistral.com/,Ronda de Sant Antoni 96,08001,Barcelona,Mo-Sa 07:30-20:30,2026-06-28,41.3846309,2.1641028
bakery,Funky Bakers,,,seyma.erpul@me.com,True,website,https://funkybakers.com/,Passeig del Born 10,,,,2026-06-28,41.3842684,2.1826746
bakery,Oriol Balaguer,+34933632298,fijo,,,,http://www.oriolbalaguer.com,Travessera de les Corts 340,08029,Barcelona,Sa-Su 09:00-14:30; Mo-Fr 16:00-20:00,2026-06-28,41.3893963,2.1397241
bakery,Jansana Gluten Free Bakery,+34931700714,fijo,,,,http://www.glutenfree.cat/,Carrer de Balmes 106,08008,Barcelona,Mo-Sa 08:30-20:00; Su 09:00-14:00,2026-06-28,41.3922971,2.1588608
bakery,Obrador del Croissant,+34934351658,fijo,,,,https://obrador-del-croissant.business.site/,Carrer de Cartagena 326,08025,Barcelona,"Tu-Fr 07:30-13:30,17:00-19:30; Sa-Su 07:30-13:30; Mo off",2026-06-28,41.4109302,2.1748912
bakery,La Reposada,+34933680141,fijo,,,,https://www.lareposada.com/,Plaça de Gal·la Placídia 4-6,,,"Mo-Fr 06:00-21:00; Sa 06:00-15:00; Su,PH 07:00-15:00",2026-06-28,41.398975,2.1535772
bakery,El Fornet,+34695237347,movil,,,,https://elfornet.com/,Avinguda Diagonal 411,,,,2026-06-28,41.3949982,2.1544355
bakery,Fresco Sweets & Bakers,+34933292913,fijo,,,,https://frescosweetsandbakers.negocio.site/,Carrer de l'Hospital 118,08001,Barcelona,Mo-Su 10:00-22:30,2026-06-28,41.3796253,2.1673886
bakery,Cøliaki,+34931277570,fijo,coliakibcn@gmail.com,True,osm,,Carrer de Balmes 219,08001,,Mo-Sa 08:30-20:00,2026-06-28,41.3986681,2.1508393
bakery,Vivari,,,cliente@vivari.es,True,osm,https://www.vivari.es/,Via Augusta 4,,,Mo-Su 07:00-22:00,2026-06-28,41.39627,2.1555031
bakery,Le pain d'Éric et Benjamin,,,lpeb348@gmail.com,True,website,https://www.lepainderic-benjamin.com/,Carrer del Consell de Cent 348,,,,2026-06-28,41.3935854,2.1692218
bakery,Celiadictos,+34934093131,fijo,,,,https://celiadictos.com/,Carrer de la Pobla de Lillet 5,08028,Barcelona,"Mo-Fr 10:00-20:00; Sa 09:00-14:00; Su,PH off",2026-06-28,41.3802512,2.1294867
bakery,Pastisseria Hofmann,,,pastisseria@hofmann-bcn.com,True,website,https://hofmannpasteleria.com/,Avinguda de Pau Casals 5,08021,,Su-Fr 08:00-20:00; Sa 08:00-15:00,2026-06-28,41.3931454,2.1431542
bakery,Baluard Barceloneta,+34932381225,fijo,,,,https://baluardbarceloneta.com/,Carrer de Muntaner 363,,,Mo-Sa 07:30-21:00; Su 07:30-15:00,2026-06-28,41.3987198,2.1432869
bakery,Kakigori Barcelona,+34623481034,movil,,,,https://www.instagram.com/kakigori.bcn/,Plaça de la Vila de Gràcia 3,,,Su-Th 11:00-23:00; Fr-Sa 11:00-00:00,2026-06-28,41.4000646,2.1579976
bakery,Santantoni Pastisseria,,,info@santantoni.biz,True,website,http://santantoni.biz,Carrer del Tajo,08032,,"Tu-Fr 09:00-14:30, 17:00-20:30; Sa-Su 08:00-15:00",2026-06-28,41.4297824,2.1599624
bakery,Forn de Pa Laia,+34932472065,fijo,,,,,Carrer de Ribes 36,08013,,Mo-Fr 06:00-20:30; Sa-Su 07:00-14:00,2026-06-28,41.3982628,2.18314
bakery,Forn Mistral. Gràcia,,,,,,https://fornmistral.com/,Carrer d'Astúries 35,08012,Barcelona,Mo-Sa 11:00-20:30,2026-06-28,41.4034174,2.1542957
bakery,Lola's Cake,,,,,,http://lolascake.com,Sepúlveda 123,,,,2026-06-28,41.3809597,2.1592836
bakery,El Molí Vell,+34934305510,fijo,,,,,Carrer d'Aribau 157,08036,Barcelona,,2026-06-28,41.3928615,2.1532879
bakery,Boldú,,,,,,https://www.boldu.es/,Carrer de Móra d'Ebre 64,08023,,,2026-06-28,41.4178039,2.14894
bakery,Boldú,,,,,,https://www.boldu.es/,Passeig de la Mare de Déu del Coll 146,08023,,,2026-06-28,41.4201143,2.1491364
bakery,Forn Enrich,+34933218345,fijo,,,,,Carrer del Rosselló 54,08029,Barcelona,Mo-Fr 07:00-21:00; Sa 07:00-14:00; Su 08:00-14:00,2026-06-28,41.3859711,2.1477293
bakery,Fleca Balmes,+34932180710,fijo,,,,https://flecabalmes.com/,,,,Mo-Fr 07:00-20:30;Sa 08:00-14:00; PH off,2026-06-28,41.3945387,2.1559287
bakery,Forn de pa Providència,,,,,,http://forndepaprovidencia.com/,Carrer de la Providència 59,,,,2026-06-28,41.4071603,2.1576482
bakery,Pa Serra,+34934242541,fijo,,,,,Carrer de l'Olivera 31,,,,2026-06-28,41.3735834,2.1573765
bakery,Frolis,+34935250044,fijo,,,,,Carrer d'Aragó 123,08015,Barcelona,Mo-Fr 10:00-20:00,2026-06-28,41.3837974,2.1535094
bakery,El forn de Sant Andreu,+34933467252,fijo,,,,,Carrer Gran de Sant Andreu 143,,,,2026-06-28,41.4317886,2.1892454
bakery,Os Galegos,+34933087714,fijo,,,,,Carrer de Fluvià 201,08020,,,2026-06-28,41.4133985,2.1982992
bakery,Purgimón,+34931729532,fijo,,,,,Carrer de Concepción Arenal 111,,,"Mo-Fr 06:30-15:00, 16:30-20:30; Sa-Su 07:30-15:00",2026-06-28,41.4243697,2.1840089
bakery,Pa Valero,+34931262093,fijo,,,,,Carrer de Londres 12,08029,Barcelona,,2026-06-28,41.3882906,2.1440914
bakery,Montserrat,+34934555927,fijo,,,,,Carrer de los Castillejos 366,08025,Barcelona,Mo-Fr 07:00-21:00; Sa 07:30-14:30,2026-06-28,41.4116586,2.1717361
bakery,La Riera Blanca,+34934316831,fijo,,,,,Carrer de Carreras i Candi 51,08028,Barcelona,"Mo-Fr 07:00-14:00,17:00-20:00; Sa-Su 08:00-14:00",2026-06-28,41.3731405,2.1278521
bakery,Lilo Café,,,lilocafebcn@gmail.com,True,website,https://lilobrunch.com,,,,"Mo-Fr 09:00-17:00; Sa,Su 09:00-18:00",2026-06-28,41.3997972,2.1793828
bakery,Levaduramadre,,,,,,https://levaduramadre.es/,Carrer de Balmes 230,,,Mo-Su 08:00-21:30,2026-06-28,41.3989411,2.1509285
bakery,Forn Sant Honorat,+34934592806,fijo,,,,,Carrer de la Llibertat 60,08012,,,2026-06-28,41.4007062,2.1627103
bakery,Macxipa,,,,,,https://macxipan.com/,Plaça de Gal·la Placídia 8,,,,2026-06-28,41.3991037,2.1534304
bakery,El Fornet,,,,,,https://elfornet.com/#,Carrer d'Aribau,,,Mo-Fr 07:30-19:00; Sa 08:00-14:30,2026-06-28,41.3949884,2.1507931
bakery,Macxipa,,,,,,https://macxipan.com/,Carrer de Muntaner 258,,,24/7,2026-06-28,41.3951637,2.1482986
bakery,Macxipa,,,,,,https://macxipan.com/,Carrer de Tuset 16-18,,,24/7,2026-06-28,41.3958053,2.1523376
bakery,Racó de Pedralbes,+34932804495,fijo,,,,,Carrer del Doctor August Pi i Sunyer 11,08034,Barcelona,,2026-06-28,41.3893858,2.1229078
bakery,Forn Santanach,+34934242577,fijo,,,,,Carrer del Consell de Cent 98,08015,Barcelona,"Mo-Fr 07:00-14:30,16:30-20:30; Sa 07:00-14:30; Su 08:00-14:00",2026-06-28,41.3802489,2.1514895
bakery,Sant Honorat,+34930101970,fijo,,,,,Avinguda de la Mare de Déu de Montserrat 87,08024,,Mo-Fr 07:00-20:30; Sa-Su 08:00-15:00; PH 08:00-15:00,2026-06-28,41.4149591,2.1656676
bakery,LAFLECA Sicilia&Ausiàs,+34932456035,fijo,,,,https://lafleca-siciliaausias.negocio.site,,,,Mo-Fr 06:30-20:30; Sa-Su 07:00-14:30,2026-06-28,41.3956111,2.1810233
bakery,Tonka,+34680657430,movil,,,,,Carrer de Verdi 20,,,,2026-06-28,41.4036539,2.1571514
bakery,Forn del Sol,+34934215359,fijo,,,,,Carrer de la Constitució 100,08014,Barcelona,"Mo-Fr 06:30-20:00; Sa 07:00-14:00; Su,PH off",2026-06-28,41.3696581,2.1346309
bakery,Forn Jaume Montserrat,+34932180546,fijo,,,,,Rambla de Prat 21,08012,Barcelona,Mo-Sa 09:00-21:00,2026-06-28,41.4011731,2.1517168
bakery,MacxiPa,,,,,,https://macxipan.com,Avinguda de la Mare de Déu de Montserrat 167,08041,Barcelona,Mo-Fr 06:00-21:30; Sa 06:00-15:00; Su 07:00-15:00,2026-06-28,41.418042,2.1714856
bakery,vaveik,,,,,,https://www.vaveik.com/,Carrer de Verdi 88,08012,Barcelona,,2026-06-28,41.4055959,2.1550666
bakery,FAME,+34935367118,fijo,,,,,Carrer de Sant Lluís 105,08024,Barcelona,We-Su 11:00-15:00_18:30-22:30,2026-06-28,41.4073614,2.1631465
bakery,Baluard Barceloneta,,,,,,https://baluardbarceloneta.com/,Carrer de Casanova 178,,,Mo-Sa 07:30-20:30; Su 07:30-15:00,2026-06-28,41.3913238,2.1511884
bakery,Le Petit Four,+34936814945,fijo,,,,,Carrer dels Doctors Trias i Pujol 7,08034,,,2026-06-28,41.3900518,2.123408
bakery,Baluard Barceloneta,,,,,,https://baluardbarceloneta.com/,Carrer de Nicaragua 100,08029,,Mo-Sa 07:30-20:30; Su 07:30-15:00,2026-06-28,41.3856546,2.1386198
bakery,Forn del Barri,+34933519716,fijo,,,,,Carrer de las Navas de Tolosa 327,08026,,Mo-Fr 09:00-21:00; Sa-Su 09:00-18:00,2026-06-28,41.4164543,2.1851299
bakery,La Farineta,+34934296430,fijo,,,,,Carrer de Mühlberg 3,,,Mo-Fr 06:00-20:30; Sa 06:30-14:30; Su 07:00-14:30,2026-06-28,41.4182008,2.1577032
bakery,L'Obrador del Molí,,,,,,,Avinguda Republica Argentina,08023,,"Mo-Sa 07:00-21:00; Su,PH 08:00-21:00",2026-06-28,41.4114567,2.1421601
bakery,Horno Sant Jordi S.L.,,,,,,,Carrer de la Llibreteria 8,08002,,,2026-06-28,41.3830987,2.177326
bakery,MaxciPa,,,,,,,Avinguda Republica Argentina,08023,,Mo-Fr 06:00-21:30; Sa 06:00-15:00; Su 07:00-15:00,2026-06-28,41.4114571,2.1422306
bakery,Forn Jovic,,,,,,,Carrer de los Castillejos 243,,,,2026-06-28,41.404947,2.1801932
bakery,Paníssim,,,,,,,Carrer de Padilla 240,,,,2026-06-28,41.4057132,2.1773913
bakery,Santa Clara,,,,,,,Travessera de Gràcia,08012,Barcelona,,2026-06-28,41.4033977,2.1613308
bakery,Forn Yara,,,,,,,Carrer de Milà i Fontanals 54,,,,2026-06-28,41.4017827,2.161802
bakery,Pastisseria Santa Gemma (TANCAT/CLOSED),,,,,,,Carrer de Manila,08034,Barcelona,,2026-06-28,41.3900845,2.1259042
bakery,itaway,,,,,,,Carrer del Rosselló 112,,Barcelona,"Mo-Th 08:00-22:30, Fr 08:00-01:30, Sa 10:00-01:30; Su off",2026-06-28,41.3884737,2.1511604
bakery,Forn Solá,,,,,,,Carrer del Regomir 12,08002,,,2026-06-28,41.3811616,2.1795361
bakery,Levaduramadre,,,,,,,Carrer de Viladomat 293,,Barcelona,Mo-Su 08:00-21:30,2026-06-28,41.3883968,2.1455452
bakery,Bopan,,,,,,,Travessera de Gracia 64,,,"Mo-Fr 08:00-20:00; Sa,Su 08:00-15:00,17:30-20:00",2026-06-28,41.3964716,2.1503823
bakery,Cafe au Lait,,,,,,,Carrer d'Aribau,,,,2026-06-28,41.3971292,2.1482719
bakery,Forn Artesà,,,,,,,Plaça de Tetuan 33,08010,Barcelona,,2026-06-28,41.3956355,2.1760801
bakery,Forn de Pa Artesà,,,,,,,Carrer Sagués / Carrer Marià Cubi,,,,2026-06-28,41.3948554,2.1440083
bakery,Pa de Kilo,,,,,,,Carrer del Doctor Dou 12,08001,Barcelona,,2026-06-28,41.3828354,2.1686987
bakery,Iaia'Nita,,,,,,,Carrer del Concili de Trento 77,08018,Barcelona,,2026-06-28,41.4133402,2.1951346
bakery,Forn de la Vila,,,,,,,Carrer Ample 33,08002,,,2026-06-28,41.3805787,2.180002
bakery,Cuquis. Parlem de Pa,,,,,,,Carrer Lope de Vega 94,08005,Barcelona,,2026-06-28,41.4043797,2.2038713
bakery,Turris,,,,,,,Carrer d'Aribau 158,08036,Barcelona,Mo-Fr 08:00-21:00; Sa 08:00-14:30,2026-06-28,41.392321,2.1543711
bakery,Ququía,,,,,,,Carrer de Ramón y Cajal 108,,,"Mo-Fr 09:00-14:00,16:00-19:30",2026-06-28,41.4041485,2.161252
bakery,Rabassa,,,,,,,Carrer de Rabassa 5,,,,2026-06-28,41.4069631,2.1586352
bakery,Mon Pa,,,,,,,Carrer del Clot 53,08018,Barcelona,,2026-06-28,41.4077954,2.1880996
bakery,Bulka,,,,,,,Carrer del Coronel Sanfeliu 10,08018,Barcelona,"Tu-Fr 9:00-14:00, 16:30-19:30; Sa 10:00-18:00",2026-06-28,41.4068426,2.1884295
bakery,Forn de pastes,,,,,,,Carrer de Pau Claris 80,,,,2026-06-28,41.3894098,2.1717886
bakery,iaia 'nita,,,,,,,Carrer de Bilbao 208,,,,2026-06-28,41.4108993,2.1928895
bakery,La Fabrique,,,,,,,Creu dels Molers,,,"Tu-Fr 07:30-20:30; Sa,Su,PH 07:30-15:00; Mo off",2026-06-28,41.3734554,2.1609326
bakery,Forn Ideal,,,,,,,Carrer de Ramón y Cajal 120,,,,2026-06-28,41.4044837,2.161786
bakery,Forn de pa Belmonte,,,,,,,Carrer de Manso 50,,,,2026-06-28,41.3771482,2.1614587
bakery,Le Fournil,,,,,,,Carrer de Badajoz 27,08005,Barcelona,,2026-06-28,41.3957571,2.1990075
bakery,Forn de la Vilamala,,,,,,,Carrer dels Agullers,,,,2026-06-28,41.3826331,2.1818054
bakery,Forn de Pa Sabadell,,,,,,,Carrer de Roger de Flor 34,,,Mo-Fr 06:30-21:00; Sa 07:00-15:00; Su 08:00-15:00,2026-06-28,41.4041535,2.1652855
bakery,Forn Elias,,,,,,,Carrer de Rogent 87,,,,2026-06-28,41.4120851,2.1807968
bakery,Vila - Forn de Pa,,,,,,,Carrer del Paraguai 1,,,,2026-06-28,41.4162983,2.2062781
bakery,Macxi Pa,,,,,,,Carrer de Puigcerdà 196-202,08020,,,2026-06-28,41.4183019,2.2057143
bakery,Nou Joanet,,,,,,,Carrer de València 227,,Barcelona,,2026-06-28,41.391285,2.1612086
bakery,La Pallaresa,,,,,,,Carrer de Petritxol 11,,,"Mo-Su 09:00-13:00, 16:00-21:00",2026-06-28,41.3828951,2.1728035
bakery,Tartela,,,,,,,Carrer de Llançà 32,08015,,,2026-06-28,41.3771709,2.149765
bakery,forn de sant,,,,,,,Rambla de Catalunya 50,08007,Barcelona,,2026-06-28,41.3906813,2.1642736
bakery,Lukumas Doughnut Shop,,,,,,,Torrent de L'Olla 169,08012,,Mo-Fr 08:00-18:00; Sa 09:00-13:30,2026-06-28,41.4048033,2.1541552
bakery,Forn Sarret,,,,,,,Carrer del Consell de Cent 73,,,,2026-06-28,41.3947443,2.1708889
bakery,Pastisseria Formentor,,,,,,,Carrer de les Camèlies 21,,,,2026-06-28,41.4113695,2.1594748
bakery,l'Obrador dels 15,+34936843702,fijo,,,,,,,,,2026-06-28,41.4194755,2.1810463
bakery,El Nostre Pa,,,,,,,Passeig de Lluís Companys 15,,,,2026-06-28,41.3906677,2.1801418
bakery,Bendito Pecado,,,,,,,Carrer del Comerç 8,,,,2026-06-28,41.389133,2.1812621
bakery,Artipà,,,,,,,Travessera de Gràcia,08012,Barcelona,,2026-06-28,41.4041763,2.1621164
bakery,turris,,,,,,,Travessera de Gràcia 206,08012,Barcelona,,2026-06-28,41.4031453,2.1609104
bakery,Castell de Sant Medir,+34932134285,fijo,,,,,,,,Mo-Su 07:30-21:00,2026-06-28,41.4048953,2.1632463
bakery,La bruixeta dolça,,,,,,,Carrer de Huelva,,,,2026-06-28,41.4182327,2.1975089
